Starters,Team,Game,Win,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joel Embiid,PHI,1,W,10,17,0.588,1,1,1,8,9,0.889,2,12,14,2,0,1,3,3,29
Ben Simmons,PHI,1,W,7,12,0.583,0,0,0,2,6,0.333,1,8,9,7,2,3,4,3,16
Seth Curry,PHI,1,W,4,8,0.5,1,5,0.2,4,4,1,0,0,0,4,2,0,1,4,13
Tobias Harris,PHI,1,W,3,13,0.231,0,4,0,4,4,1,4,4,8,0,0,1,2,4,10
Danny Green,PHI,1,W,1,6,0.167,0,4,0,0,0,0,0,0,0,2,2,0,1,2,2
Shake Milton,PHI,1,W,6,11,0.545,2,4,0.5,5,7,0.714,0,1,1,3,3,0,0,3,19
Furkan Korkmaz,PHI,1,W,4,9,0.444,3,6,0.5,0,0,0,0,1,1,0,1,2,2,1,11
Mike Scott,PHI,1,W,1,3,0.333,1,3,0.333,0,0,0,0,2,2,0,1,0,0,1,3
Dwight Howard,PHI,1,W,2,2,1,0,0,0,0,0,0,3,7,10,2,0,1,2,3,4
Tyrese Maxey,PHI,1,W,3,6,0.5,0,1,0,0,0,0,0,2,2,2,0,0,1,0,6
Matisse Thybulle,PHI,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Terrance Ferguson,PHI,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Mathias,PHI,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,1,W,41,87,0.471,8,28,0.286,23,30,0.767,10,37,47,22,11,8,16,25,113
Russell Westbrook,WAS,1,L,9,22,0.409,0,2,0,3,5,0.6,2,9,11,15,0,0,6,3,21
Bradley Beal,WAS,1,L,11,22,0.5,3,8,0.375,6,7,0.857,0,2,2,3,4,0,6,3,31
Deni Avdija,WAS,1,L,2,2,1,2,2,1,1,2,0.5,0,4,4,1,1,0,1,3,7
Thomas Bryant,WAS,1,L,5,13,0.385,0,3,0,0,1,0,1,4,5,0,0,1,2,5,10
Isaac Bonga,WAS,1,L,2,3,0.667,1,1,1,0,1,0,1,2,3,2,2,0,1,2,5
Ish Smith,WAS,1,L,2,7,0.286,1,2,0.5,2,2,1,0,4,4,3,0,1,1,1,7
Troy Brown,WAS,1,L,1,3,0.333,1,2,0.5,0,0,0,0,3,3,1,0,0,0,2,3
Davis Bertans,WAS,1,L,4,7,0.571,4,6,0.667,2,2,1,0,3,3,1,0,1,0,0,14
Robin Lopez,WAS,1,L,1,3,0.333,1,1,1,0,0,0,1,2,3,0,0,1,2,4,3
Raul Neto,WAS,1,L,0,1,0,0,0,0,2,3,0.667,0,0,0,1,0,0,0,0,2
Moritz Wagner,WAS,1,L,2,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,3,4
Anzejs Pasecniks,WAS,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome Robinson,WAS,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gill,WAS,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,WAS,1,L,39,85,0.459,13,27,0.481,16,23,0.696,5,35,40,28,7,4,19,26,107
Ben Simmons,PHI,2,W,5,9,0.556,0,0,0,5,8,0.625,1,8,9,6,1,2,3,4,15
Joel Embiid,PHI,2,W,10,20,0.5,2,4,0.5,5,7,0.714,4,6,10,2,1,1,1,3,27
Tobias Harris,PHI,2,W,7,14,0.5,2,5,0.4,1,2,0.5,2,3,5,2,0,2,0,2,17
Seth Curry,PHI,2,W,6,8,0.75,3,4,0.75,2,2,1,0,4,4,3,1,0,0,0,17
Danny Green,PHI,2,W,2,6,0.333,2,6,0.333,0,0,0,1,4,5,3,4,0,1,2,6
Shake Milton,PHI,2,W,4,8,0.5,0,2,0,2,2,1,0,1,1,0,0,0,3,3,10
Furkan Korkmaz,PHI,2,W,1,7,0.143,1,5,0.2,0,0,0,0,3,3,1,0,0,3,1,3
Mike Scott,PHI,2,W,1,5,0.2,1,5,0.2,0,0,0,0,2,2,0,0,0,0,0,3
Dwight Howard,PHI,2,W,4,7,0.571,0,0,0,1,1,1,3,3,6,0,1,1,0,4,9
Tyrese Maxey,PHI,2,W,1,4,0.25,0,0,0,0,0,0,1,1,2,3,0,0,1,0,2
Matisse Thybulle,PHI,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isaiah Joe,PHI,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Mathias,PHI,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Ferguson,PHI,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,2,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,2,W,41,88,0.466,11,31,0.355,16,22,0.727,12,35,47,20,9,6,12,19,109
RJ Barrett,NYK,2,L,2,15,0.133,0,6,0,6,8,0.75,1,5,6,4,0,0,4,0,10
Julius Randle,NYK,2,L,11,15,0.733,2,2,1,1,2,0.5,3,4,7,3,1,0,4,4,25
Reggie Bullock,NYK,2,L,2,7,0.286,1,4,0.25,1,2,0.5,0,3,3,2,0,0,0,4,6
Mitchell Robinson,NYK,2,L,5,8,0.625,0,0,0,1,2,0.5,5,4,9,0,1,2,0,3,11
Elfrid Payton,NYK,2,L,0,6,0,0,3,0,0,0,0,0,3,3,1,0,0,0,1,0
Alec Burks,NYK,2,L,6,13,0.462,4,6,0.667,6,6,1,0,5,5,3,2,1,5,4,22
Kevin Knox,NYK,2,L,3,6,0.5,1,3,0.333,0,0,0,3,1,4,3,0,0,1,2,7
Dennis Smith,NYK,2,L,1,5,0.2,0,2,0,2,2,1,0,2,2,2,1,0,1,4,4
Nerlens Noel,NYK,2,L,2,5,0.4,0,0,0,0,1,0,1,3,4,1,1,1,1,1,4
Theo Pinson,NYK,2,L,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Ntilikina,NYK,2,L,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignas Brazdeikis,NYK,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Harper,NYK,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,NYK,2,L,32,83,0.386,8,29,0.276,17,23,0.739,13,30,43,19,6,4,16,23,89
Ben Simmons,PHI,3,L,5,8,0.625,0,0,0,5,7,0.714,0,6,6,4,2,2,6,2,15
Tobias Harris,PHI,3,L,5,10,0.5,4,6,0.667,2,2,1,0,9,9,5,3,0,3,1,16
Seth Curry,PHI,3,L,2,7,0.286,2,5,0.4,2,2,1,0,1,1,4,0,0,2,2,8
Danny Green,PHI,3,L,1,2,0.5,0,1,0,2,2,1,1,2,3,1,0,1,1,1,4
Dwight Howard,PHI,3,L,4,4,1,0,0,0,1,2,0.5,1,2,3,0,0,0,3,4,9
Shake Milton,PHI,3,L,2,6,0.333,1,3,0.333,1,2,0.5,0,1,1,2,0,0,1,2,6
Tyrese Maxey,PHI,3,L,3,8,0.375,0,2,0,0,0,0,0,0,0,1,1,0,1,1,6
Mike Scott,PHI,3,L,4,8,0.5,3,7,0.429,1,2,0.5,2,1,3,0,1,0,3,2,12
Tony Bradley,PHI,3,L,2,7,0.286,0,0,0,0,1,0,4,4,8,1,0,2,0,2,4
Furkan Korkmaz,PHI,3,L,1,8,0.125,0,5,0,2,2,1,0,2,2,2,1,0,1,0,4
Matisse Thybulle,PHI,3,L,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Dakota Mathias,PHI,3,L,3,6,0.5,2,4,0.5,0,0,0,0,1,1,2,0,0,0,0,8
Isaiah Joe,PHI,3,L,1,2,0.5,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2
Terrance Ferguson,PHI,3,L,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
Joel Embiid,PHI,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,3,L,33,79,0.418,12,37,0.324,16,22,0.727,8,31,39,24,9,5,21,19,94
Larry Nance,CLE,3,W,5,6,0.833,3,4,0.75,0,0,0,1,3,4,5,2,0,4,3,13
Collin Sexton,CLE,3,W,8,15,0.533,1,2,0.5,5,6,0.833,0,3,3,3,1,0,1,1,22
Darius Garland,CLE,3,W,7,15,0.467,0,3,0,0,0,0,0,0,0,7,2,0,2,2,14
Andre Drummond,CLE,3,W,11,18,0.611,0,0,0,2,4,0.5,6,8,14,3,3,2,1,1,24
Kevin Love,CLE,3,W,2,6,0.333,0,1,0,0,0,0,1,2,3,2,1,0,0,0,4
Dante Exum,CLE,3,W,3,5,0.6,0,1,0,0,0,0,1,3,4,6,2,0,1,5,6
Cedi Osman,CLE,3,W,5,8,0.625,2,4,0.5,2,2,1,0,2,2,2,1,1,1,4,14
Damyean Dotson,CLE,3,W,2,5,0.4,1,3,0.333,0,0,0,0,1,1,1,1,0,2,0,5
JaVale McGee,CLE,3,W,2,6,0.333,1,2,0.5,2,2,1,0,6,6,2,0,2,2,2,7
Dean Wade,CLE,3,W,1,4,0.25,1,3,0.333,0,0,0,1,3,4,0,0,1,1,2,3
Marques Bolden,CLE,3,W,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thon Maker,CLE,3,W,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,2,2
Lamar Stevens,CLE,3,W,0,1,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,2
Team Totals,CLE,3,W,48,91,0.527,9,23,0.391,13,16,0.813,11,34,45,31,13,6,16,22,118
Joel Embiid,PHI,4,W,7,17,0.412,1,6,0.167,14,16,0.875,4,12,16,4,2,2,5,1,29
Tobias Harris,PHI,4,W,11,20,0.55,2,5,0.4,2,2,1,2,9,11,3,2,2,2,1,26
Ben Simmons,PHI,4,W,3,11,0.273,0,0,0,5,8,0.625,0,13,13,7,1,1,3,1,11
Seth Curry,PHI,4,W,5,11,0.455,3,6,0.5,4,4,1,1,5,6,4,1,1,3,4,17
Danny Green,PHI,4,W,3,7,0.429,1,4,0.25,0,0,0,1,1,2,0,2,2,2,1,7
Shake Milton,PHI,4,W,2,10,0.2,1,6,0.167,2,2,1,0,1,1,2,2,0,0,3,7
Matisse Thybulle,PHI,4,W,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Scott,PHI,4,W,1,3,0.333,0,2,0,1,1,1,1,1,2,0,0,1,0,2,3
Dwight Howard,PHI,4,W,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,2,0
Tyrese Maxey,PHI,4,W,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Dakota Mathias,PHI,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Ferguson,PHI,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Poirier,PHI,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,4,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,4,W,32,84,0.381,8,31,0.258,28,33,0.848,9,45,54,21,10,10,18,15,100
Kyle Lowry,TOR,4,L,6,15,0.4,3,8,0.375,9,9,1,2,6,8,9,1,0,4,4,24
Fred VanVleet,TOR,4,L,3,12,0.25,2,8,0.25,0,0,0,1,5,6,6,1,2,3,2,8
OG Anunoby,TOR,4,L,7,11,0.636,4,7,0.571,2,2,1,2,4,6,2,5,1,1,3,20
Pascal Siakam,TOR,4,L,8,23,0.348,4,9,0.444,0,0,0,1,5,6,0,2,1,2,6,20
Aron Baynes,TOR,4,L,1,8,0.125,0,3,0,0,0,0,2,4,6,1,0,0,2,4,2
Stanley Johnson,TOR,4,L,3,7,0.429,1,3,0.333,0,0,0,2,6,8,0,2,1,1,3,7
Alex Len,TOR,4,L,1,1,1,0,0,0,0,2,0,0,5,5,2,0,1,4,3,2
Norman Powell,TOR,4,L,2,7,0.286,2,4,0.5,0,0,0,0,1,1,1,1,1,2,1,6
Matt Thomas,TOR,4,L,1,3,0.333,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,4
Chris Boucher,TOR,4,L,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0
Yuta Watanabe,TOR,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Davis,TOR,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre' Bembry,TOR,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi Flynn,TOR,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Watson,TOR,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,TOR,4,L,32,90,0.356,17,45,0.378,12,14,0.857,10,37,47,21,12,7,19,28,93
Joel Embiid,PHI,5,W,7,11,0.636,1,2,0.5,6,8,0.75,0,9,9,2,0,2,0,2,21
Tobias Harris,PHI,5,W,8,15,0.533,3,4,0.75,1,1,1,3,6,9,3,0,1,1,2,20
Seth Curry,PHI,5,W,7,12,0.583,5,7,0.714,2,2,1,0,1,1,3,1,0,1,1,21
Ben Simmons,PHI,5,W,3,7,0.429,1,1,1,2,2,1,2,8,10,8,2,0,2,3,9
Danny Green,PHI,5,W,1,4,0.25,1,4,0.25,0,0,0,0,0,0,0,0,1,1,3,3
Shake Milton,PHI,5,W,6,15,0.4,1,4,0.25,1,1,1,0,4,4,6,1,2,1,1,14
Tyrese Maxey,PHI,5,W,5,9,0.556,0,0,0,0,0,0,0,2,2,0,1,0,1,2,10
Matisse Thybulle,PHI,5,W,3,5,0.6,2,4,0.5,1,1,1,0,4,4,0,1,2,2,1,9
Mike Scott,PHI,5,W,0,2,0,0,2,0,0,0,0,0,4,4,0,0,0,0,1,0
Dwight Howard,PHI,5,W,3,4,0.75,1,1,1,0,0,0,1,4,5,1,1,1,3,4,7
Vincent Poirier,PHI,5,W,1,2,0.5,0,0,0,0,0,0,1,1,2,0,0,1,1,0,2
Isaiah Joe,PHI,5,W,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0
Dakota Mathias,PHI,5,W,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Terrance Ferguson,PHI,5,W,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Tony Bradley,PHI,5,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,5,W,44,91,0.484,15,33,0.455,13,15,0.867,7,47,54,23,7,10,14,23,116
Dwayne Bacon,ORL,5,L,4,9,0.444,1,3,0.333,1,2,0.5,0,3,3,1,0,0,2,1,10
Markelle Fultz,ORL,5,L,4,11,0.364,0,1,0,1,1,1,0,2,2,4,1,1,2,3,9
Nikola Vucevic,ORL,5,L,8,15,0.533,3,6,0.5,0,0,0,2,8,10,3,0,0,0,3,19
Aaron Gordon,ORL,5,L,1,8,0.125,0,4,0,4,5,0.8,0,3,3,1,0,2,2,0,6
Evan Fournier,ORL,5,L,1,3,0.333,0,2,0,1,1,1,0,1,1,2,0,0,0,1,3
Cole Anthony,ORL,5,L,5,18,0.278,1,4,0.25,5,5,1,1,6,7,2,0,0,2,2,16
Michael Carter-Williams,ORL,5,L,3,11,0.273,0,2,0,4,4,1,2,4,6,1,0,1,0,1,10
Khem Birch,ORL,5,L,2,7,0.286,0,0,0,2,2,1,4,3,7,1,1,1,2,2,6
Karim Mane,ORL,5,L,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0
Chuma Okeke,ORL,5,L,2,4,0.5,2,4,0.5,0,0,0,0,1,1,1,0,0,1,1,6
Gary Clark,ORL,5,L,1,2,0.5,0,1,0,1,1,1,0,2,2,0,0,0,0,0,3
Jordan Bone,ORL,5,L,2,4,0.5,0,1,0,0,0,0,1,1,2,1,0,0,0,0,4
Mohamed Bamba,ORL,5,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,ORL,5,L,33,95,0.347,7,28,0.25,19,21,0.905,10,38,48,17,2,5,11,15,92
Tobias Harris,PHI,6,W,9,14,0.643,4,7,0.571,2,2,1,0,9,9,6,4,3,5,2,24
Joel Embiid,PHI,6,W,7,11,0.636,1,2,0.5,4,6,0.667,3,11,14,4,1,1,5,2,19
Ben Simmons,PHI,6,W,6,9,0.667,0,0,0,3,5,0.6,1,11,12,11,1,1,4,4,15
Seth Curry,PHI,6,W,8,11,0.727,3,6,0.5,2,2,1,0,0,0,6,1,1,2,0,21
Danny Green,PHI,6,W,4,7,0.571,3,6,0.5,2,3,0.667,1,1,2,4,0,0,1,3,13
Shake Milton,PHI,6,W,7,13,0.538,3,8,0.375,1,2,0.5,1,3,4,1,1,0,1,2,18
Tyrese Maxey,PHI,6,W,4,8,0.5,1,2,0.5,0,0,0,0,2,2,2,1,0,1,1,9
Matisse Thybulle,PHI,6,W,1,4,0.25,1,4,0.25,0,0,0,1,0,1,1,1,1,0,2,3
Dwight Howard,PHI,6,W,1,2,0.5,0,0,0,3,4,0.75,0,1,1,0,0,0,2,1,5
Vincent Poirier,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Ferguson,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Mathias,PHI,6,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,6,W,47,79,0.595,16,35,0.457,17,24,0.708,7,38,45,35,10,7,21,17,127
Gordon Hayward,CHA,6,L,7,15,0.467,2,4,0.5,4,4,1,0,6,6,6,4,1,1,1,20
Terry Rozier,CHA,6,L,12,18,0.667,7,11,0.636,4,4,1,0,2,2,3,1,0,2,2,35
Bismack Biyombo,CHA,6,L,3,7,0.429,0,0,0,3,4,0.75,3,6,9,5,1,0,2,3,9
Devonte' Graham,CHA,6,L,1,10,0.1,1,6,0.167,2,2,1,1,2,3,9,1,0,0,2,5
P.J. Washington,CHA,6,L,2,8,0.25,1,2,0.5,4,4,1,4,1,5,2,2,0,1,2,9
LaMelo Ball,CHA,6,L,4,12,0.333,1,4,0.25,4,6,0.667,2,2,4,5,4,2,2,4,13
Miles Bridges,CHA,6,L,4,11,0.364,0,5,0,0,0,0,2,2,4,2,1,2,3,1,8
Caleb Martin,CHA,6,L,3,7,0.429,1,3,0.333,2,2,1,1,4,5,2,1,0,0,1,9
Jalen McDaniels,CHA,6,L,2,4,0.5,0,0,0,0,0,0,1,1,2,0,0,0,1,2,4
Nick Richards,CHA,6,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Carey,CHA,6,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Martin,CHA,6,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Monk,CHA,6,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,CHA,6,L,38,92,0.413,13,35,0.371,23,26,0.885,14,26,40,34,15,5,12,18,112
Ben Simmons,PHI,7,W,6,13,0.462,0,0,0,0,0,0,1,9,10,6,0,1,2,2,12
Tobias Harris,PHI,7,W,10,16,0.625,2,5,0.4,0,0,0,1,4,5,2,0,0,1,1,22
Seth Curry,PHI,7,W,4,7,0.571,2,2,1,1,1,1,0,1,1,2,0,1,2,2,11
Joel Embiid,PHI,7,W,4,10,0.4,0,3,0,6,8,0.75,1,10,11,4,2,3,1,1,14
Danny Green,PHI,7,W,5,10,0.5,3,8,0.375,0,0,0,2,4,6,3,1,0,1,1,13
Shake Milton,PHI,7,W,3,11,0.273,1,6,0.167,3,3,1,1,1,2,6,1,0,0,2,10
Tyrese Maxey,PHI,7,W,4,10,0.4,2,3,0.667,1,1,1,0,2,2,2,1,0,0,2,11
Dwight Howard,PHI,7,W,4,6,0.667,0,0,0,1,4,0.25,6,7,13,1,0,0,3,4,9
Matisse Thybulle,PHI,7,W,2,5,0.4,0,3,0,0,0,0,0,2,2,4,2,0,0,0,4
Vincent Poirier,PHI,7,W,0,1,0,0,0,0,2,4,0.5,1,0,1,1,0,0,0,1,2
Isaiah Joe,PHI,7,W,0,2,0,0,1,0,0,0,0,1,1,2,3,0,0,0,3,0
Dakota Mathias,PHI,7,W,3,3,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,1,8
Terrance Ferguson,PHI,7,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,7,W,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Tony Bradley,PHI,7,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,7,W,46,95,0.484,11,32,0.344,15,23,0.652,14,41,55,34,7,5,10,21,118
Gordon Hayward,CHA,7,L,7,14,0.5,2,7,0.286,2,2,1,0,8,8,2,1,1,2,4,18
Terry Rozier,CHA,7,L,3,8,0.375,2,5,0.4,4,4,1,1,2,3,4,0,1,1,2,12
P.J. Washington,CHA,7,L,4,10,0.4,2,5,0.4,2,2,1,1,7,8,5,0,0,1,5,12
Devonte' Graham,CHA,7,L,5,13,0.385,5,11,0.455,0,0,0,0,2,2,1,0,0,0,0,15
Bismack Biyombo,CHA,7,L,2,7,0.286,0,0,0,0,0,0,1,3,4,4,0,1,3,3,4
LaMelo Ball,CHA,7,L,5,16,0.313,0,5,0,2,3,0.667,2,5,7,9,2,0,2,2,12
Miles Bridges,CHA,7,L,3,6,0.5,1,1,1,0,0,0,0,5,5,0,0,0,3,3,7
Caleb Martin,CHA,7,L,2,4,0.5,0,2,0,3,5,0.6,2,1,3,2,0,1,3,0,7
Jalen McDaniels,CHA,7,L,4,6,0.667,1,2,0.5,1,2,0.5,0,4,4,0,1,0,0,4,10
Malik Monk,CHA,7,L,0,1,0,0,1,0,1,2,0.5,0,0,0,3,0,0,1,0,1
Nick Richards,CHA,7,L,1,1,1,0,0,0,1,2,0.5,1,2,3,0,0,0,0,1,3
Cody Martin,CHA,7,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Carey,CHA,7,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,CHA,7,L,36,86,0.419,13,39,0.333,16,22,0.727,8,39,47,30,4,4,16,24,101
Tobias Harris,PHI,8,W,8,16,0.5,3,7,0.429,0,2,0,0,7,7,3,0,0,2,2,19
Joel Embiid,PHI,8,W,11,20,0.55,3,4,0.75,13,13,1,0,8,8,5,3,3,5,1,38
Seth Curry,PHI,8,W,11,14,0.786,6,7,0.857,0,0,0,0,5,5,3,0,0,1,1,28
Ben Simmons,PHI,8,W,7,9,0.778,0,0,0,3,6,0.5,0,6,6,12,2,0,3,5,17
Danny Green,PHI,8,W,5,10,0.5,5,8,0.625,0,0,0,1,2,3,5,2,0,1,3,15
Shake Milton,PHI,8,W,6,9,0.667,1,3,0.333,6,8,0.75,0,0,0,3,1,0,4,3,19
Matisse Thybulle,PHI,8,W,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2
Dwight Howard,PHI,8,W,0,0,0,0,0,0,1,4,0.25,0,4,4,0,0,2,0,2,1
Tyrese Maxey,PHI,8,W,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,2
Terrance Ferguson,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota Mathias,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Poirier,PHI,8,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,8,W,50,81,0.617,18,29,0.621,23,33,0.697,1,34,35,33,9,6,16,21,141
Russell Westbrook,WAS,8,L,8,18,0.444,3,6,0.5,1,4,0.25,0,8,8,12,3,1,6,4,20
Bradley Beal,WAS,8,L,20,35,0.571,7,10,0.7,13,15,0.867,4,3,7,5,1,0,4,3,60
Thomas Bryant,WAS,8,L,4,6,0.667,0,2,0,3,3,1,2,4,6,1,0,0,0,4,11
Rui Hachimura,WAS,8,L,2,4,0.5,1,1,1,3,4,0.75,0,2,2,0,0,0,0,1,8
Deni Avdija,WAS,8,L,0,1,0,0,1,0,1,2,0.5,0,0,0,0,0,1,0,3,1
Davis Bertans,WAS,8,L,6,15,0.4,4,12,0.333,1,1,1,1,3,4,1,2,0,2,3,17
Ish Smith,WAS,8,L,4,8,0.5,0,2,0,1,2,0.5,1,4,5,5,2,0,1,2,9
Robin Lopez,WAS,8,L,1,3,0.333,0,1,0,3,4,0.75,1,1,2,1,0,0,0,1,5
Raul Neto,WAS,8,L,2,4,0.5,1,2,0.5,0,0,0,0,0,0,2,1,0,0,3,5
Jerome Robinson,WAS,8,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Anthony Gill,WAS,8,L,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Moritz Wagner,WAS,8,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrison Mathews,WAS,8,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Brown,WAS,8,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Bonga,WAS,8,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,WAS,8,L,47,94,0.5,16,37,0.432,26,35,0.743,9,26,35,27,9,2,13,27,136
Shake Milton,PHI,9,L,8,13,0.615,1,4,0.25,7,7,1,0,1,1,7,0,0,3,0,24
Tobias Harris,PHI,9,L,7,16,0.438,1,4,0.25,2,2,1,1,7,8,4,1,0,4,5,17
Danny Green,PHI,9,L,3,5,0.6,3,5,0.6,0,0,0,1,4,5,1,1,1,2,3,9
Ben Simmons,PHI,9,L,4,13,0.308,0,1,0,3,4,0.75,1,3,4,2,2,1,5,4,11
Joel Embiid,PHI,9,L,7,14,0.5,2,2,1,4,5,0.8,0,12,12,3,0,1,5,5,20
Tyrese Maxey,PHI,9,L,7,12,0.583,2,4,0.5,0,0,0,0,3,3,2,1,1,0,0,16
Matisse Thybulle,PHI,9,L,0,3,0,0,2,0,0,0,0,0,1,1,2,1,1,0,2,0
Dwight Howard,PHI,9,L,4,6,0.667,0,0,0,1,1,1,1,11,12,1,0,0,1,6,9
